#ID,INTERNALNAME,Name,Type,Appeal,Jamming,Effect,"description"
326,FREEZEDRY,Freeze-Dry,Beauty,3,0,015,"Can be repeatedly used without boring the judge."
338,AURORAVEIL,Aurora Veil,Beauty,1,0,002,"Can avoid being startled by others."
#---------------------------------
346,BOOMBURST,Boomburst,Tough,4,4,018,"Makes a great appeal, but allows no more to the end."
357,MULTIATTACK,Multi-Attack,Cool,3,0,025,"Works well if its the same type as the one before."
358,REVELATIONDANCE,Revelation Dance,Beauty,4,0,003,"The next appeal can be made earlier next turn."
394,HOLDBACK,Hold Back,Cool,4,0,013,"Temporarily stops the crowd from growing excited."
439,CELEBRATE,Celebrate,Cute,2,0,015,"Can be repeatedly used without boring the judge."
440,CONFIDE,Confide,Cute,3,0,005,"Startles the Pokemon that appealed before the user."
457,HAPPYHOUR,Happy Hour,Cute,2,0,015,"Can be repeatedly used without boring the judge."
461,HOLDHANDS,Hold Hands,Cute,1,0,002,"Can avoid being startled by others."
463,LASERFOCUS,Laser Focus,Smart,0,0,027,"User earns double the score in it's next appeal."
477,NOBLEROAR,Noble Roar,Tough,2,0,014,"The appeal works great if performed first."
481,PLAYNICE,Play Nice,Cute,1,0,036,"Increases if crowd excitement increases."
502,SPOTLIGHT,Spotlight,Beauty,0,0,027,"User earns double the score in it's next appeal."
511,TEARFULLOOK,Tearful Look,Cute,1,0,002,"Can avoid being startled by others."
#---------------------------------
519,BELCH,Belch,Tough,1,3,005,"Badly startles those that have made appeals."
528,POISONFANG,Poison Fang,Smart,3,0,005,"Badly startles those that have made appeals."
535,BANEFULBUNKER,Baneful Bunker,Smart,1,0,002,"Can avoid being startled by others."
540,PURIFY,Purify,Smart,2,0,001,"Can avoid being startled by others once."
543,TOXICTHREAD,Toxic Thread,Smart,2,3,008,"Badly startles the Pokemon in front."
544,VENOMDRENCH,Venom Drench,Smart,3,0,005,"Badly startles those that have made appeals."
#----------------------------------
545,PRISMATICLASER,Prismatic Laser,Beauty,4,0,000,"A highly appealing move."
550,PHOTONGEYSER,Photon Geyser,Smart,2,0,014,"The appeal works great if performed first."
553,PSYCHICFANGS,Psychic Fangs,Tough,3,0,000,"A highly appealing move."
555,HYPERSPACEHOLE,Hyperspace Hole,Tough,3,0,014,"The appeal works great if performed first."
582,INSTRUCT,Instruct,Smart,0,0,027,"User earns double the score in it's next appeal."
593,PSYCHICTERRAIN,Psychic Terrain,Beauty,3,0,014,"The appeal works great if performed first."
599,SPEEDSWAP,Speed Swap,Smart,3,0,003,"The next appeal can be made earlier next turn."
#---------------------------------
607,DIAMONDSTORM,Diamond Storm,Beauty,3,0,021,"The appeal works great if performed last."
615,ACCELEROCK,Accelerock,Smart,3,0,003,"The next appeal can be made earlier next turn."
#---------------------------------
624,SUNSTEELSTRIKE,Sunsteel Strike,Beauty,4,0,000,"A highly appealing move."
626,ANCHORSHOT,Anchor Shot,Tough,4,0,013,"Temporarily stops the crowd from growing excited."
629,SMARTSTRIKE,Smart Strike,Smart,2,3,008,"Badly startles the Pokemon in front."
631,DOUBLEIRONBASH,Double Iron Bash,Cool,2,0,025,"Works well if its the same type as the one before."
641,GEARUP,Gear Up,Smart,0,0,027,"User earns double the score in it's next appeal."
643,KINGSSHIELD,King's Shield,Cool,1,0,002,"Can avoid being startled by others."
#---------------------------------
649,ORIGINPULSE,Origin Pulse,Beauty,3,0,014,"The appeal works great if performed first."
650,STEAMERUPTION,Steam Eruption,Beauty,3,0,021,"The appeal works great if performed last."
654,SPARKLINGARIA,Sparkling Aria,Beauty,3,0,005,"Badly startles those that have made appeals."
656,LIQUIDATION,Liquidation,Smart,2,3,008,"Badly startles the Pokemon in front."
671,WATERSHURIKEN,Water Shuriken,Cool,3,0,003,"The next appeal can be made earlier next turn."
